Region ID,OSM ID,Access Score,Coordinates,Average Curb Ramp Score,Average No Curb Ramp Score,Average Obstacle Score,Average Surface Problem Score,Curb Ramp Significance,No Curb Ramp Significance,Obstacle Significance,Surface Problem Significance
1159,142421238,0.0179862099620915,"[(-100.3694381,25.6217324),(-100.3693917,25.6217669),(-100.36936032973352,25.62179750662805)]",0.0,4.0,0.0,0.0,0.75,-1.0,-1.0,-1.0
1161,142421238,1.3887943864771144e-11,"[(-100.3641522,25.6214863),(-100.3641898,25.6216459),(-100.3643224,25.6218878),(-100.3644926,25.6220922),(-100.3648057,25.622441),(-100.3651795,25.6227938),(-100.365539,25.6230921),(-100.3661156,25.623525),(-100.3670195,25.6241635),(-100.3677437,25.6247101),(-100.3679744,25.6247899),(-100.3683928,25.6248358),(-100.3687496,25.6249713),(-100.3690578,25.6251841),(-100.3693906,25.6254743),(-100.370147,25.6259768),(-100.3701783,25.6259976),(-100.3702792,25.6260499),(-100.3706995,25.6262893),(-100.3708926,25.6264852),(-100.3710214,25.626681),(-100.371067,25.6269785),(-100.3710107,25.6272349),(-100.3709302,25.627392),(-100.3708283,25.6275081),(-100.3706928,25.6275794),(-100.3705587,25.6276243),(-100.3704609,25.6276553),(-100.37044271737713,25.62765763503157)]",4.0,9.0,13.0,6.0,0.75,-1.0,-1.0,-1.0
1162,142421238,1.0815941557168708e-11,"[(-100.3644157,25.6316198),(-100.3643252,25.6314126),(-100.364283,25.6312184),(-100.3642425,25.6309037),(-100.3642562,25.6304846),(-100.3642731,25.6302065),(-100.3642951,25.6300573)]",1.0,7.0,14.0,5.0,0.75,-1.0,-1.0,-1.0
1163,142421262,0.0953494648991094,"[(-100.3646969,25.6289862),(-100.3647165,25.6289408)]",1.0,2.0,0.0,1.0,0.75,-1.0,-1.0,-1.0
1164,142421262,9.237449576640121e-09,"[(-100.3642951,25.6300573),(-100.3643158,25.6299171),(-100.3643948,25.6295866),(-100.3644986,25.6292952),(-100.3646969,25.6289862)]",2.0,8.0,10.0,2.0,0.75,-1.0,-1.0,-1.0
1165,142421262,4.658886145103376e-15,"[(-100.3645206,25.6278764),(-100.3643621,25.6276908),(-100.3641717,25.6274834),(-100.3639714,25.6273402),(-100.3637855,25.6272774),(-100.363618,25.6272583),(-100.3634444,25.6272649),(-100.3632568,25.6273148),(-100.3630983,25.6273964),(-100.3630032,25.6274453),(-100.3627664,25.6275866),(-100.3626244,25.6276645),(-100.362467,25.6277053),(-100.3623097,25.6276731),(-100.3621583,25.6275973),(-100.3620432,25.6274891),(-100.3619936,25.6273651),(-100.361991,25.6272087),(-100.3620539,25.6270858),(-100.3621945,25.6269014),(-100.3623933,25.6266017),(-100.362522,25.6264451),(-100.3627099,25.6263038),(-100.362905,25.6262409),(-100.3632906,25.6262772),(-100.3645465,25.6264827),(-100.3650485,25.6265621)]",0.0,5.0,17.0,11.0,0.75,-1.0,-1.0,-1.0
1166,142421262,0.0019267346633274,"[(-100.3647165,25.6289408),(-100.3647605,25.6288392),(-100.3647976,25.6286514),(-100.3648035,25.6285043),(-100.3647675,25.6283554),(-100.364708,25.6282022),(-100.3645903,25.6279927),(-100.3645206,25.6278764)]",1.0,2.0,2.0,3.0,0.75,-1.0,-1.0,-1.0
1167,146943407,2.7535691114583476e-05,"[(-100.3684135,25.666881),(-100.3684592,25.666752),(-100.3684826,25.6666336),(-100.3685021,25.6663595)]",2.0,5.0,6.0,1.0,0.75,-1.0,-1.0,-1.0
1168,142421262,6.144174602214718e-06,"[(-100.3681824,25.6675194),(-100.3682229,25.6673531),(-100.3682855,25.6671841),(-100.3683351,25.6670596),(-100.3684135,25.666881)]",0.0,6.0,5.0,1.0,0.75,-1.0,-1.0,-1.0
1169,146940383,3.0988191387122225e-12,"[(-100.368665,25.6640502),(-100.3686742,25.6639305),(-100.3687077,25.6634938),(-100.368733,25.6631635)]",6.0,6.0,11.0,14.0,0.75,-1.0,-1.0,-1.0
1170,146940383,4.658886145103376e-15,"[(-100.3686099,25.6648641),(-100.3686589,25.664141),(-100.368665,25.6640502)]",8.0,13.0,12.0,14.0,0.75,-1.0,-1.0,-1.0
1171,146940383,8.315280276641321e-07,"[(-100.3685021,25.6663595),(-100.3685359,25.6657236)]",4.0,11.0,5.0,1.0,0.75,-1.0,-1.0,-1.0
1172,146940383,1.8795288165355508e-12,"[(-100.3685359,25.6657236),(-100.3686099,25.6648641)]",4.0,18.0,8.0,4.0,0.75,-1.0,-1.0,-1.0
1173,146940383,1.067702870044147e-06,"[(-100.368733,25.6631635),(-100.3687551,25.6628455),(-100.3687767,25.6626751),(-100.3687878,25.6625874)]",3.0,6.0,6.0,4.0,0.75,-1.0,-1.0,-1.0
1174,146940383,7.889262586245034e-06,"[(-100.3687878,25.6625874),(-100.3688124,25.6624486),(-100.3688239,25.6623834),(-100.3689017,25.6620857)]",3.0,7.0,3.0,4.0,0.75,-1.0,-1.0,-1.0
1175,146940383,2.289734845593124e-11,"[(-100.3690648,25.6615661),(-100.3691086,25.6614431),(-100.3692518,25.6610403),(-100.3694329,25.6605127),(-100.3697329,25.6596548),(-100.3697563,25.6595794)]",6.0,13.0,8.0,8.0,0.75,-1.0,-1.0,-1.0
1176,146940383,0.0179862099620915,"[(-100.3703632,25.6579346),(-100.3704377,25.6578433)]",0.0,2.0,2.0,0.0,0.75,-1.0,-1.0,-1.0
1177,146940383,1.067702870044147e-06,"[(-100.3697563,25.6595794),(-100.3697952,25.6594724),(-100.369811,25.659429),(-100.3702802,25.6581383),(-100.3703632,25.6579346)]",3.0,7.0,8.0,1.0,0.75,-1.0,-1.0,-1.0
1178,146940383,3.927862002670442e-07,"[(-100.3689017,25.6620857),(-100.3689951,25.6617815),(-100.3690258,25.6616865),(-100.3690648,25.6615661)]",3.0,10.0,4.0,3.0,0.75,-1.0,-1.0,-1.0
1179,146940383,3.726639284186561e-06,"[(-100.3684445,25.661938),(-100.368346,25.6623249),(-100.3683142,25.6624499)]",2.0,6.0,6.0,2.0,0.75,-1.0,-1.0,-1.0
1180,146940383,3.5356250741744315e-05,"[(-100.368588,25.6614356),(-100.3685529,25.6615474),(-100.3685124,25.6616767),(-100.3684445,25.661938)]",5.0,9.0,3.0,2.0,0.75,-1.0,-1.0,-1.0
1181,146940386,1.3347932285976013e-15,"[(-100.3683142,25.6624499),(-100.3682952,25.6625599),(-100.368259,25.6627695),(-100.3681728,25.6638698),(-100.3681652,25.6639669)]",5.0,9.0,22.0,7.0,0.75,-1.0,-1.0,-1.0
1182,146940386,0.0024726231566347,"[(-100.3698731,25.6576988),(-100.369853,25.6578667),(-100.3697895,25.6580277),(-100.369711,25.6582499),(-100.3696201,25.6585071)]",0.0,2.0,2.0,2.0,0.75,-1.0,-1.0,-1.0
1183,146940386,2.510999092692816e-08,"[(-100.3692883,25.6594461),(-100.3692608,25.6595242),(-100.3688104,25.6607883)]",2.0,8.0,5.0,6.0,0.75,-1.0,-1.0,-1.0
1184,146940386,3.2241866333029355e-08,"[(-100.3688104,25.6607883),(-100.368628,25.661322),(-100.368588,25.6614356)]",5.0,10.0,4.0,7.0,0.75,-1.0,-1.0,-1.0
1185,146940386,3.726639284186561e-06,"[(-100.3696201,25.6585071),(-100.3693226,25.6593491),(-100.3692883,25.6594461)]",2.0,7.0,5.0,2.0,0.75,-1.0,-1.0,-1.0
1186,146940386,3.5817479290002885e-10,"[(-100.3680721,25.6649239),(-100.3680035,25.665629)]",7.0,10.0,8.0,9.0,0.75,-1.0,-1.0,-1.0
1187,146940386,1.7832472907828393e-11,"[(-100.3681652,25.6639669),(-100.3681537,25.6640847),(-100.3680721,25.6649239)]",7.0,10.0,14.0,6.0,0.75,-1.0,-1.0,-1.0
1188,146940386,4.6547730792550915e-34,"[(-100.3718264,25.6654066),(-100.3716275,25.6653746),(-100.3711551,25.6652552),(-100.3710176,25.665211),(-100.3707075,25.6651111),(-100.3702649,25.6650011),(-100.369935,25.6649624),(-100.3691452,25.6649056),(-100.3686099,25.6648641)]",3.0,16.0,31.0,32.0,0.75,-1.0,-1.0,-1.0
1189,146940386,1.9810087980485879e-13,"[(-100.3749246,25.6650139),(-100.3745645,25.6651014),(-100.3740586,25.665231),(-100.3738479,25.6652737)]",1.0,12.0,9.0,9.0,0.75,-1.0,-1.0,-1.0
1190,146943407,3.978962535821408e-12,"[(-100.3729099,25.6654339),(-100.3726615,25.6654266),(-100.3721019,25.6654296),(-100.3719976,25.6654302),(-100.3718264,25.6654066)]",1.0,11.0,7.0,9.0,0.75,-1.0,-1.0,-1.0
1191,146943407,2.543665647376276e-13,"[(-100.3738479,25.6652737),(-100.3734859,25.6653471),(-100.3731638,25.6654038),(-100.3730461,25.6654245),(-100.3729099,25.6654339)]",0.0,11.0,8.0,10.0,0.75,-1.0,-1.0,-1.0
1192,146943414,1.3007128466476033e-05,"[(-100.355349,25.6634732),(-100.35502,25.6634971),(-100.3545486,25.6635997)]",1.0,3.0,7.0,2.0,0.75,-1.0,-1.0,-1.0
1193,146943414,3.1391327920480296e-17,"[(-100.3577688,25.6640506),(-100.3569588,25.6638493),(-100.3557686,25.6634786),(-100.3555422,25.6634592),(-100.355349,25.6634732)]",0.0,7.0,20.0,11.0,0.75,-1.0,-1.0,-1.0
1194,146943414,1.12535162055095e-07,"[(-100.357868,25.6641306),(-100.3577688,25.6640506)]",0.0,5.0,5.0,6.0,0.75,-1.0,-1.0,-1.0
1195,146943417,8.533047625744066e-17,"[(-100.365317,25.6653705),(-100.3656811,25.6654761),(-100.3659198,25.6655329),(-100.3661488,25.665561),(-100.3664384,25.6655659),(-100.3666169,25.6655701)]",0.0,10.0,13.0,14.0,0.75,-1.0,-1.0,-1.0
1196,146943417,1.12535162055095e-07,"[(-100.361852,25.6651969),(-100.3619309,25.6651686),(-100.3621191,25.6651014)]",0.0,6.0,7.0,3.0,0.75,-1.0,-1.0,-1.0
1197,146943417,7.004352026168645e-18,"[(-100.3621191,25.6651014),(-100.3622761,25.6650475),(-100.3626368,25.6649237),(-100.3629113,25.6648237),(-100.3630884,25.6647826),(-100.3633365,25.6647959),(-100.3637808,25.6649249),(-100.3643651,25.6650895)]",2.0,12.0,20.0,9.0,0.75,-1.0,-1.0,-1.0
1198,146943417,4.847368706035286e-11,"[(-100.3643651,25.6650895),(-100.365317,25.6653705)]",3.0,13.0,8.0,5.0,0.75,-1.0,-1.0,-1.0
1199,146943417,5.9821282237671e-15,"[(-100.3666169,25.6655701),(-100.3669113,25.6655909),(-100.3671469,25.6655825),(-100.3673816,25.6655801),(-100.367729,25.6655221)]",3.0,10.0,11.0,14.0,0.75,-1.0,-1.0,-1.0
1200,146943417,2.646573631904765e-09,"[(-100.367729,25.6655221),(-100.3678296,25.6655366),(-100.3679165,25.6655632),(-100.3679471,25.6655841),(-100.3680035,25.665629)]",3.0,8.0,5.0,9.0,0.75,-1.0,-1.0,-1.0
1201,146943417,5.109089028037221e-12,"[(-100.3680035,25.665629),(-100.368134,25.6657457),(-100.3682265,25.6658037),(-100.3682921,25.6658136),(-100.368368,25.6658079),(-100.3684346,25.6657811),(-100.3685359,25.6657236)]",4.0,15.0,7.0,7.0,0.75,-1.0,-1.0,-1.0
1202,146948170,2.508782337270435e-27,"[(-100.3701423,25.6643339),(-100.3710707,25.6645703),(-100.3715209,25.664681),(-100.3717374,25.6646757),(-100.3718265,25.6646681)]",1.0,7.0,29.0,26.0,0.75,-1.0,-1.0,-1.0
1203,146948170,1.4437045551572354e-26,"[(-100.368665,25.6640502),(-100.3698181,25.6642514),(-100.3701423,25.6643339)]",6.0,7.0,29.0,28.0,0.75,-1.0,-1.0,-1.0
1204,146948170,1.8795288165355508e-12,"[(-100.3681652,25.6639669),(-100.3684263,25.6640104),(-100.368665,25.6640502)]",8.0,7.0,17.0,9.0,0.75,-1.0,-1.0,-1.0
1205,148513938,2.1724399346070676e-10,"[(-100.41777552273011,25.681070355541657),(-100.4177234,25.6811402),(-100.4175857,25.6822282)]",1.0,6.0,12.0,5.0,0.75,-1.0,-1.0,-1.0
1206,148513938,0.00012339457598623172,"[(-100.4175857,25.6822282),(-100.41753390468757,25.682722739737283)]",0.0,2.0,5.0,2.0,0.75,-1.0,-1.0,-1.0
1207,151442146,3.927862002670442e-07,"[(-100.3713438,25.6526382),(-100.3715805,25.6526315),(-100.3718325,25.6526151)]",7.0,11.0,4.0,5.0,0.75,-1.0,-1.0,-1.0
1208,151442146,2.9400777391980316e-11,"[(-100.3730282,25.6525373),(-100.3742733,25.6524457)]",5.0,14.0,4.0,10.0,0.75,-1.0,-1.0,-1.0
1209,151442146,4.658886145103376e-15,"[(-100.3718325,25.6526151),(-100.3730282,25.6525373)]",4.0,16.0,8.0,12.0,0.75,-1.0,-1.0,-1.0
1210,151442157,8.315280276641321e-07,"[(-100.38327,25.6608048),(-100.3829789,25.6607166)]",0.0,9.0,3.0,2.0,0.75,-1.0,-1.0,-1.0
1211,151442157,0.0015011822567369,"[(-100.3844581,25.6615272),(-100.38445125382447,25.661493338751537)]",2.0,6.0,1.0,1.0,0.75,-1.0,-1.0,-1.0
1212,151442157,6.825602910446286e-08,"[(-100.38445125382447,25.661493338751537),(-100.3844155,25.6613165),(-100.3843393,25.6611795)]",2.0,10.0,5.0,3.0,0.75,-1.0,-1.0,-1.0
1213,151442157,7.582560422162384e-10,"[(-100.384256,25.6611297),(-100.3841656,25.6610756),(-100.3839121,25.6609993),(-100.3835451,25.6608881),(-100.38327,25.6608048)]",0.0,10.0,7.0,4.0,0.75,-1.0,-1.0,-1.0
1214,151442157,1.670142184809518e-05,"[(-100.3843393,25.6611795),(-100.384256,25.6611297)]",0.0,4.0,5.0,2.0,0.75,-1.0,-1.0,-1.0
1215,154720618,2.319522830243569e-16,"[(-100.3325966,25.6506245),(-100.3329939,25.6494479),(-100.3330032,25.6493946),(-100.3329765,25.6493657),(-100.3325791,25.6491701),(-100.3316667,25.6487419),(-100.3313128,25.6485735),(-100.3297248,25.6478717),(-100.3296598,25.6478757)]",0.0,4.0,23.0,9.0,0.75,-1.0,-1.0,-1.0
1216,155877079,0.0066928509242848,"[(-100.3205956,25.6380857),(-100.3206239,25.6379988)]",0.0,0.0,5.0,0.0,0.75,-1.0,-1.0,-1.0
1217,155877079,0.0179862099620915,"[(-100.3203976,25.638571),(-100.3204427,25.6384812)]",0.0,0.0,4.0,0.0,0.75,-1.0,-1.0,-1.0
1218,155877079,0.0066928509242848,"[(-100.3202615,25.6389448),(-100.3203424,25.6386924)]",0.0,1.0,3.0,1.0,0.75,-1.0,-1.0,-1.0
1219,155877079,0.0066928509242848,"[(-100.3203424,25.6386924),(-100.3203976,25.638571)]",0.0,1.0,4.0,0.0,0.75,-1.0,-1.0,-1.0
1220,155877079,0.0009110511944006454,"[(-100.3204427,25.6384812),(-100.3205956,25.6380857)]",0.0,0.0,7.0,0.0,0.75,-1.0,-1.0,-1.0
1221,155877079,0.0474258731775667,"[(-100.3206609,25.6378556),(-100.3206822,25.6378023)]",0.0,0.0,3.0,0.0,0.75,-1.0,-1.0,-1.0
1222,155877079,0.0066928509242848,"[(-100.3206239,25.6379988),(-100.3206609,25.6378556)]",0.0,0.0,5.0,0.0,0.75,-1.0,-1.0,-1.0
1223,155877079,0.0066928509242848,"[(-100.3206822,25.6378023),(-100.3208208,25.6373809)]",0.0,0.0,5.0,0.0,0.75,-1.0,-1.0,-1.0
1224,155877079,0.00012339457598623172,"[(-100.3208485,25.637308),(-100.3208985,25.6371481),(-100.3209981,25.6370771),(-100.3211699,25.6370507),(-100.3212993,25.6370865),(-100.3215298,25.6372027),(-100.3217261,25.6372065),(-100.3218687,25.637159)]",0.0,5.0,3.0,1.0,0.75,-1.0,-1.0,-1.0
1225,155877079,0.0474258731775667,"[(-100.3208208,25.6373809),(-100.3208485,25.637308)]",0.0,0.0,3.0,0.0,0.75,-1.0,-1.0,-1.0
1226,155877079,0.0024726231566347,"[(-100.3202292,25.6390052),(-100.3202615,25.6389448)]",0.0,2.0,3.0,1.0,0.75,-1.0,-1.0,-1.0
1227,155877079,0.0009110511944006454,"[(-100.3202213,25.6390283),(-100.3202292,25.6390052)]",0.0,2.0,4.0,1.0,0.75,-1.0,-1.0,-1.0
1228,155877079,0.0024726231566347,"[(-100.3201876,25.6390891),(-100.3202213,25.6390283)]",0.0,2.0,3.0,1.0,0.75,-1.0,-1.0,-1.0
1229,155877079,0.0009110511944006454,"[(-100.3201274,25.6392795),(-100.3201455,25.6392243),(-100.3201876,25.6390891)]",0.0,3.0,3.0,1.0,0.75,-1.0,-1.0,-1.0
1244,155877578,1.5229979512760353e-08,"[(-100.3240947,25.6397472),(-100.3250023,25.6400258)]",0.0,0.0,11.0,7.0,0.75,-1.0,-1.0,-1.0
1252,155877776,0.0024726231566347,"[(-100.325458,25.6422339),(-100.3255518,25.6422995)]",0.0,6.0,0.0,0.0,0.75,-1.0,-1.0,-1.0
1253,155877776,0.00012339457598623172,"[(-100.3256343,25.641188),(-100.325458,25.6422339)]",0.0,6.0,3.0,0.0,0.75,-1.0,-1.0,-1.0
1254,155877776,0.0003353501304664781,"[(-100.3255518,25.6422995),(-100.3258074,25.6424781),(-100.3259966,25.6426502)]",0.0,6.0,2.0,0.0,0.75,-1.0,-1.0,-1.0
1258,155877828,0.0024726231566347,"[(-100.3218687,25.637159),(-100.3217431,25.6365059),(-100.3216431,25.6363858),(-100.3204185,25.6359971)]",0.0,5.0,0.0,1.0,0.75,-1.0,-1.0,-1.0
1259,155877842,0.0179862099620915,"[(-100.3203424,25.6386924),(-100.3202518,25.6385322),(-100.3202186,25.6384721)]",0.0,1.0,3.0,0.0,0.75,-1.0,-1.0,-1.0
1274,155877978,0.0179862099620915,"[(-100.3271711,25.6536218),(-100.32742905824149,25.653597214537104)]",0.0,1.0,1.0,2.0,0.75,-1.0,-1.0,-1.0
1279,155914348,6.144174602214718e-06,"[(-100.3447655,25.6592711),(-100.3449195,25.6589969)]",0.0,8.0,3.0,1.0,0.75,-1.0,-1.0,-1.0
1280,155914348,2.7894680920908113e-10,"[(-100.34566,25.6573644),(-100.3459016,25.6567878)]",0.0,13.0,9.0,0.0,0.75,-1.0,-1.0,-1.0
1281,155914348,1.0261879630648827e-10,"[(-100.3454306,25.6579255),(-100.34566,25.6573644)]",0.0,10.0,10.0,3.0,0.75,-1.0,-1.0,-1.0
1282,155914348,4.1399375473943306e-08,"[(-100.3459016,25.6567878),(-100.3460553,25.6564233)]",0.0,11.0,6.0,0.0,0.75,-1.0,-1.0,-1.0
1283,155914348,2.9400777391980316e-11,"[(-100.3452025,25.6584863),(-100.3454306,25.6579255)]",1.0,14.0,7.0,4.0,0.75,-1.0,-1.0,-1.0
1284,155914348,2.9400777391980316e-11,"[(-100.3449195,25.6589969),(-100.3452025,25.6584863)]",1.0,18.0,6.0,1.0,0.75,-1.0,-1.0,-1.0
1285,155914350,1.0261879630648827e-10,"[(-100.3481985,25.6587148),(-100.348926,25.6598626)]",4.0,8.0,13.0,5.0,0.75,-1.0,-1.0,-1.0
1286,155914350,0.0474258731775667,"[(-100.3458593,25.6561742),(-100.3458858,25.6562445)]",0.0,2.0,1.0,0.0,0.75,-1.0,-1.0,-1.0
1287,155914350,0.00012339457598623172,"[(-100.3458858,25.6562445),(-100.3459317,25.6562998),(-100.3460553,25.6564233)]",0.0,6.0,3.0,0.0,0.75,-1.0,-1.0,-1.0
1288,155914350,0.0009110511944006454,"[(-100.3467172,25.6571238),(-100.3470752,25.6575028)]",0.0,1.0,4.0,2.0,0.75,-1.0,-1.0,-1.0
1289,155914350,1.7603432133424856e-06,"[(-100.347589,25.6580464),(-100.3476271,25.6580959)]",1.0,6.0,7.0,1.0,0.75,-1.0,-1.0,-1.0
1290,155914350,1.6052280526088547e-09,"[(-100.3470752,25.6575028),(-100.347589,25.6580464)]",1.0,6.0,12.0,3.0,0.75,-1.0,-1.0,-1.0
1291,155914350,1.12535162055095e-07,"[(-100.3460553,25.6564233),(-100.3467172,25.6571238)]",0.0,8.0,7.0,1.0,0.75,-1.0,-1.0,-1.0
1292,155914350,2.7894680920908113e-10,"[(-100.3476271,25.6580959),(-100.3481985,25.6587148)]",4.0,12.0,10.0,3.0,0.75,-1.0,-1.0,-1.0
1293,155914352,8.423463754397692e-12,"[(-100.3526583,25.6620693),(-100.3529698,25.6621165),(-100.3535171,25.6620828)]",2.0,7.0,11.0,9.0,0.75,-1.0,-1.0,-1.0
1294,155914352,2.6810038677817314e-14,"[(-100.3535171,25.6620828),(-100.3538006,25.6620457),(-100.3542885,25.6620245),(-100.3545331,25.6620023),(-100.3546994,25.6619703),(-100.3548618,25.6618566),(-100.3550368,25.6617007),(-100.3551158,25.6615829)]",1.0,6.0,15.0,11.0,0.75,-1.0,-1.0,-1.0
1295,155914352,9.736200303530203e-10,"[(-100.3551158,25.6615829),(-100.3552314,25.6614105),(-100.3553521,25.6610471),(-100.3555202,25.6607683),(-100.3556768,25.6605171)]",3.0,9.0,5.0,9.0,0.75,-1.0,-1.0,-1.0
1296,155914363,2.7894680920908113e-10,"[(-100.3440105,25.6578677),(-100.3441676,25.6573786)]",0.0,11.0,7.0,4.0,0.75,-1.0,-1.0,-1.0
1297,155914363,2.0611536181902037e-09,"[(-100.3438284,25.6584264),(-100.3440105,25.6578677)]",0.0,10.0,8.0,2.0,0.75,-1.0,-1.0,-1.0
1298,155914363,1.12535162055095e-07,"[(-100.3443548,25.6568004),(-100.3443754,25.6567048)]",0.0,6.0,9.0,1.0,0.75,-1.0,-1.0,-1.0
1299,155914363,2.510999092692816e-08,"[(-100.3443754,25.6567048),(-100.3444661,25.6562846)]",2.0,8.0,10.0,1.0,0.75,-1.0,-1.0,-1.0
1300,155914363,2.7894680920908113e-10,"[(-100.3442293,25.6571882),(-100.3443548,25.6568004)]",0.0,8.0,12.0,2.0,0.75,-1.0,-1.0,-1.0
1301,155914363,1.670142184809518e-05,"[(-100.3441676,25.6573786),(-100.3442293,25.6571882)]",0.0,4.0,5.0,2.0,0.75,-1.0,-1.0,-1.0
1302,155914363,1.12535162055095e-07,"[(-100.3446289,25.6556241),(-100.3446373,25.6555896),(-100.3449103,25.6545837)]",0.0,8.0,8.0,0.0,0.75,-1.0,-1.0,-1.0
1303,155914363,2.7535691114583476e-05,"[(-100.3444661,25.6562846),(-100.3444789,25.656225),(-100.3446289,25.6556241)]",2.0,7.0,5.0,0.0,0.75,-1.0,-1.0,-1.0
1304,155914363,0.0009110511944006454,"[(-100.3437841,25.6585633),(-100.3438284,25.6584264)]",0.0,2.0,4.0,1.0,0.75,-1.0,-1.0,-1.0
1305,155914366,4.0831634601813082e-22,"[(-100.3491207,25.6605105),(-100.3495275,25.6606571),(-100.3512014,25.6612975)]",1.0,10.0,20.0,20.0,0.75,-1.0,-1.0,-1.0
1306,155914366,4.359610000063081e-28,"[(-100.3512014,25.6612975),(-100.3515931,25.6614073),(-100.3519425,25.6614645),(-100.3522971,25.6614884),(-100.3524701,25.6614989)]",0.0,13.0,32.0,18.0,0.75,-1.0,-1.0,-1.0
1307,155914366,2.4765638272182875e-22,"[(-100.3449195,25.6589969),(-100.347039,25.6597603)]",3.0,17.0,23.0,12.0,0.75,-1.0,-1.0,-1.0
1308,155914366,2.543665647376276e-13,"[(-100.3438284,25.6584264),(-100.344151,25.6586507),(-100.3443071,25.6587414),(-100.3449195,25.6589969)]",0.0,13.0,14.0,2.0,0.75,-1.0,-1.0,-1.0
1309,155914366,1.8048513878454156e-35,"[(-100.347039,25.6597603),(-100.3490997757025,25.660502959332284)]",4.0,13.0,37.0,33.0,0.75,-1.0,-1.0,-1.0
1310,155914366,8.764247451323236e-08,"[(-100.34910035258241,25.66050316722742),(-100.3491207,25.6605105)]",1.0,5.0,6.0,6.0,0.75,-1.0,-1.0,-1.0
1311,155914368,1.647265708374567e-19,"[(-100.3514394,25.6607647),(-100.3511432,25.6606821),(-100.3502699,25.6603243),(-100.3493456,25.6600065)]",1.0,17.0,19.0,8.0,0.75,-1.0,-1.0,-1.0
1312,155914368,1.2015425731770345e-13,"[(-100.3524878,25.6609837),(-100.3524202,25.6609774),(-100.3521012,25.6609493),(-100.3514394,25.6607647)]",3.0,12.0,12.0,8.0,0.75,-1.0,-1.0,-1.0
1313,155914368,4.1399375473943306e-08,"[(-100.3478381,25.6594478),(-100.3472657,25.6592654)]",0.0,5.0,8.0,4.0,0.75,-1.0,-1.0,-1.0
1314,155914368,1.9810087980485879e-13,"[(-100.3472657,25.6592654),(-100.3452025,25.6584863)]",1.0,13.0,14.0,3.0,0.75,-1.0,-1.0,-1.0
1315,155914368,7.582560422162384e-10,"[(-100.34926814471007,25.659979952614407),(-100.348926,25.6598626)]",0.0,11.0,7.0,3.0,0.75,-1.0,-1.0,-1.0
1316,155914368,1.5229979512760353e-08,"[(-100.3493456,25.6600065),(-100.3492884,25.6599869),(-100.34926872449793,25.659980151476525)]",0.0,9.0,6.0,3.0,0.75,-1.0,-1.0,-1.0
1317,155914368,2.7894680920908113e-10,"[(-100.348926,25.6598626),(-100.3478381,25.6594478)]",0.0,4.0,10.0,8.0,0.75,-1.0,-1.0,-1.0
1318,155914369,7.582560422162384e-10,"[(-100.3400232,25.6564687),(-100.3396271,25.6561596),(-100.3390735,25.6558463),(-100.3386803,25.6556372)]",0.0,6.0,12.0,3.0,0.75,-1.0,-1.0,-1.0
1319,155914369,8.315280276641321e-07,"[(-100.3386803,25.6556372),(-100.3385689,25.6555966),(-100.3381381,25.6553913)]",0.0,3.0,6.0,5.0,0.75,-1.0,-1.0,-1.0
1320,155914383,1.3887943864771144e-11,"[(-100.3441676,25.6573786),(-100.3454306,25.6579255)]",0.0,7.0,12.0,6.0,0.75,-1.0,-1.0,-1.0
1321,155914383,4.658886145103376e-15,"[(-100.3454306,25.6579255),(-100.3475,25.6587203)]",0.0,8.0,13.0,12.0,0.75,-1.0,-1.0,-1.0
1322,155914384,1.7832472907828393e-11,"[(-100.3481985,25.6587148),(-100.3478381,25.6594478)]",3.0,8.0,12.0,7.0,0.75,-1.0,-1.0,-1.0
1323,155914388,4.1399375473943306e-08,"[(-100.3495397,25.6583222),(-100.3497994,25.6571336)]",0.0,2.0,12.0,3.0,0.75,-1.0,-1.0,-1.0
1324,155914391,4.1399375473943306e-08,"[(-100.3459516,25.655293),(-100.3451417,25.6551809)]",0.0,7.0,8.0,2.0,0.75,-1.0,-1.0,-1.0
1325,155914394,2.1724399346070676e-10,"[(-100.3547427,25.657965),(-100.3550847,25.6572595)]",1.0,6.0,12.0,5.0,0.75,-1.0,-1.0,-1.0
1326,155914395,4.780892883885469e-25,"[(-100.3527028,25.6562665),(-100.3498022,25.6553121)]",0.0,12.0,28.0,16.0,0.75,-1.0,-1.0,-1.0
1327,155914395,9.357622968839301e-14,"[(-100.34973875936743,25.655293676515658),(-100.3488642,25.6550397),(-100.3486313,25.6549824)]",0.0,8.0,13.0,9.0,0.75,-1.0,-1.0,-1.0
1328,155914395,1.8795288165355508e-12,"[(-100.3498022,25.6553121),(-100.34973947455578,25.655293884210014)]",0.0,8.0,11.0,8.0,0.75,-1.0,-1.0,-1.0
1329,155914396,6.144174602214718e-06,"[(-100.3385015,25.6563793),(-100.3378765,25.6561802)]",0.0,3.0,6.0,3.0,0.75,-1.0,-1.0,-1.0
1331,155914409,8.533047625744066e-17,"[(-100.3551375,25.6563324),(-100.353353,25.6557858)]",0.0,4.0,18.0,15.0,0.75,-1.0,-1.0,-1.0
1332,155914410,1.7139084315420102e-15,"[(-100.3497919,25.6596436),(-100.3501526,25.6585216)]",0.0,4.0,15.0,15.0,0.75,-1.0,-1.0,-1.0
1333,155914420,8.644057113036095e-22,"[(-100.3513657,25.6589153),(-100.3514472,25.6567414)]",2.0,7.0,27.0,16.0,0.75,-1.0,-1.0,-1.0
