Region ID,OSM ID,Access Score,Coordinates,Average Curb Ramp Score,Average No Curb Ramp Score,Average Obstacle Score,Average Surface Problem Score,Curb Ramp Significance,No Curb Ramp Significance,Obstacle Significance,Surface Problem Significance
5716,749844270,1.5229979512760353e-08,"[(-100.3805513,25.6488942),(-100.3809804,25.6479105)]",0.0,8.0,7.0,3.0,0.75,-1.0,-1.0,-1.0
5717,749844270,1.0261879630648827e-10,"[(-100.3789308,25.6526081),(-100.379171,25.6520577)]",4.0,10.0,8.0,8.0,0.75,-1.0,-1.0,-1.0
5718,749844271,1.6261110446177924e-14,"[(-100.376187,25.6491928),(-100.3763284,25.649232),(-100.377898,25.6496669)]",3.0,11.0,14.0,9.0,0.75,-1.0,-1.0,-1.0
5719,749844272,7.287724095819162e-14,"[(-100.3761757,25.6497585),(-100.3762737,25.6497843),(-100.3764766,25.6498336),(-100.3768153,25.6499458),(-100.3771291,25.6501614),(-100.3774578,25.6504352),(-100.3775997,25.6505711)]",5.0,10.0,14.0,10.0,0.75,-1.0,-1.0,-1.0
5720,749856095,7.991959892315218e-11,"[(-100.3799081,25.6465766),(-100.3799571,25.6465892),(-100.3813721,25.6470128)]",1.0,17.0,5.0,2.0,0.75,-1.0,-1.0,-1.0
5721,749856095,4.785094494890119e-06,"[(-100.3790095,25.6462904),(-100.3799081,25.6465766)]",1.0,9.0,2.0,2.0,0.75,-1.0,-1.0,-1.0
5722,749856096,1.0261879630648827e-10,"[(-100.3808313,25.6438701),(-100.3805587,25.6446629),(-100.3805166,25.6447926)]",0.0,16.0,2.0,5.0,0.75,-1.0,-1.0,-1.0
5723,749856096,5.384940217751137e-13,"[(-100.3814648,25.6420483),(-100.3811516,25.642968)]",1.0,14.0,10.0,5.0,0.75,-1.0,-1.0,-1.0
5724,749856096,1.039538011670221e-15,"[(-100.3811516,25.642968),(-100.3808313,25.6438701)]",2.0,14.0,12.0,10.0,0.75,-1.0,-1.0,-1.0
5725,749856096,3.442477108469858e-14,"[(-100.3826182,25.6389451),(-100.3825413,25.6390595),(-100.382103,25.6402746)]",0.0,10.0,11.0,10.0,0.75,-1.0,-1.0,-1.0
5726,749856096,3.7751345441365816e-11,"[(-100.3817713,25.641161),(-100.3814648,25.6420483)]",0.0,12.0,6.0,6.0,0.75,-1.0,-1.0,-1.0
5727,749856096,5.6027964061459414e-09,"[(-100.382103,25.6402746),(-100.3817713,25.641161)]",0.0,7.0,5.0,7.0,0.75,-1.0,-1.0,-1.0
5728,749856097,3.5356250741744315e-05,"[(-100.3784045,25.6421867),(-100.3773501,25.6419004)]",1.0,4.0,6.0,1.0,0.75,-1.0,-1.0,-1.0
5729,749856098,0.00012339457598623172,"[(-100.3785791,25.6416832),(-100.3790814,25.6418262)]",0.0,1.0,2.0,6.0,0.75,-1.0,-1.0,-1.0
5732,749861023,6.305116760146985e-16,"[(-100.3744814,25.6468026),(-100.373759,25.6477465)]",0.0,9.0,19.0,7.0,0.75,-1.0,-1.0,-1.0
5733,749861024,1.0261879630648827e-10,"[(-100.3740428,25.6481053),(-100.3750297,25.6471911),(-100.3750221,25.6471152)]",0.0,1.0,10.0,12.0,0.75,-1.0,-1.0,-1.0
5734,776675327,1.4637785141237662e-12,"[(-100.3740428,25.6481053),(-100.3743747,25.6485029)]",1.0,8.0,13.0,7.0,0.75,-1.0,-1.0,-1.0
5735,749862937,2.543665647376276e-13,"[(-100.373759,25.6477465),(-100.3740428,25.6481053)]",0.0,10.0,13.0,6.0,0.75,-1.0,-1.0,-1.0
5736,749862937,2.646573631904765e-09,"[(-100.3740654,25.6492677),(-100.3738231,25.6499495),(-100.3738077,25.6499928)]",3.0,6.0,11.0,5.0,0.75,-1.0,-1.0,-1.0
5737,749862939,0.0066928509242848,"[(-100.37352002809617,25.6513754648708),(-100.3735179,25.6513857)]",0.0,1.0,2.0,2.0,0.75,-1.0,-1.0,-1.0
5738,749862939,3.5817479290002885e-10,"[(-100.3738077,25.6499928),(-100.3737915,25.6500708),(-100.3736248,25.6508718),(-100.373541,25.6512746),(-100.37352002809617,25.6513754648708)]",3.0,5.0,12.0,7.0,0.75,-1.0,-1.0,-1.0
5739,749862939,1.4637785141237662e-12,"[(-100.3722781,25.6466538),(-100.3730282,25.6457775)]",1.0,8.0,13.0,7.0,0.75,-1.0,-1.0,-1.0
5740,749865172,8.315280276641321e-07,"[(-100.3717299,25.6472915),(-100.3710975,25.6473102)]",0.0,5.0,5.0,4.0,0.75,-1.0,-1.0,-1.0
5741,749865173,3.2241866333029355e-08,"[(-100.3724998,25.6472628),(-100.3717299,25.6472915)]",1.0,8.0,8.0,2.0,0.75,-1.0,-1.0,-1.0
5743,749865173,5.315784971848708e-08,"[(-100.371186,25.6501119),(-100.3721744,25.6500625)]",7.0,10.0,5.0,7.0,0.75,-1.0,-1.0,-1.0
5746,749886691,0.0066928509242848,"[(-100.3720079,25.6429329),(-100.3723139,25.6429864)]",0.0,0.0,2.0,3.0,0.75,-1.0,-1.0,-1.0
5747,749890797,1.217173872902441e-18,"[(-100.348161,25.6313943),(-100.3474744,25.6327775)]",1.0,7.0,30.0,5.0,0.75,-1.0,-1.0,-1.0
5774,749896050,1.12535162055095e-07,"[(-100.3454391,25.6299895),(-100.344481,25.6297208),(-100.3443054,25.6296601)]",0.0,3.0,13.0,0.0,0.75,-1.0,-1.0,-1.0
5775,750099957,1.8795288165355508e-12,"[(-100.3437884,25.6305562),(-100.3438485,25.6308434),(-100.3438839,25.6311338)]",0.0,2.0,19.0,6.0,0.75,-1.0,-1.0,-1.0
5782,749903238,3.442477108469858e-14,"[(-100.3410371,25.6292974),(-100.3404738,25.6291888),(-100.3399696,25.6293001),(-100.3395664,25.629531)]",0.0,6.0,21.0,4.0,0.75,-1.0,-1.0,-1.0
5783,749903239,1.928749847963918e-22,"[(-100.3395664,25.629531),(-100.338872,25.629991),(-100.3386682,25.6302425),(-100.3386606,25.6303544),(-100.3387357,25.6306059)]",0.0,6.0,30.0,14.0,0.75,-1.0,-1.0,-1.0
5784,749911613,2.543665647376276e-13,"[(-100.3451093,25.6305379),(-100.344912,25.630722)]",0.0,8.0,17.0,4.0,0.75,-1.0,-1.0,-1.0
5785,749911613,8.75651076269652e-27,"[(-100.344912,25.630722),(-100.3442505,25.6309207),(-100.3441322,25.6311863),(-100.3439313,25.631414),(-100.3437218,25.6315031),(-100.343545,25.631564)]",0.0,8.0,40.0,12.0,0.75,-1.0,-1.0,-1.0
5793,749911614,4.1399375473943306e-08,"[(-100.3402079,25.6286138),(-100.3396575,25.6287792),(-100.3392182,25.6290441)]",0.0,9.0,6.0,2.0,0.75,-1.0,-1.0,-1.0
5794,749911614,1.12535162055095e-07,"[(-100.3392182,25.6290441),(-100.3389446,25.6292091)]",0.0,10.0,4.0,2.0,0.75,-1.0,-1.0,-1.0
5796,749914259,1.5229979512760353e-08,"[(-100.3394934,25.6308274),(-100.3393689,25.6304418),(-100.3393689,25.6303354)]",0.0,3.0,10.0,5.0,0.75,-1.0,-1.0,-1.0
5797,749914259,6.144174602214718e-06,"[(-100.3395481,25.6308871),(-100.3394934,25.6308274)]",0.0,2.0,7.0,3.0,0.75,-1.0,-1.0,-1.0
5798,749915536,8.315280276641321e-07,"[(-100.3481248,25.637079),(-100.3480022,25.6370038),(-100.3477877,25.6370086),(-100.3476643,25.6370909),(-100.3475892,25.637236),(-100.3475892,25.6379566),(-100.3468489,25.6390205),(-100.3464788,25.6391414)]",0.0,1.0,12.0,1.0,0.75,-1.0,-1.0,-1.0
5799,749915536,6.144174602214718e-06,"[(-100.345432,25.639866),(-100.3456319,25.6399244),(-100.3458773,25.6398968),(-100.3463407,25.6397947),(-100.3471307,25.6396777),(-100.3473399,25.6395326),(-100.347592,25.639194),(-100.3478859,25.6391162)]",0.0,2.0,9.0,1.0,0.75,-1.0,-1.0,-1.0
5800,750093881,0.0474258731775667,"[(-100.3464629,25.6385815),(-100.3469991,25.6380291)]",0.0,0.0,3.0,0.0,0.75,-1.0,-1.0,-1.0
5801,750093882,0.00012339457598623172,"[(-100.3485706,25.6391718),(-100.3485898,25.6390482)]",0.0,0.0,5.0,4.0,0.75,-1.0,-1.0,-1.0
5802,750095581,4.53978687024344e-05,"[(-100.3485898,25.6390482),(-100.3485605,25.6389383),(-100.3484905,25.6388444),(-100.3483887,25.6387784),(-100.3482678,25.6387485),(-100.3481428,25.6387585),(-100.3480296,25.638807)]",0.0,0.0,6.0,4.0,0.75,-1.0,-1.0,-1.0
5803,750095582,2.2603242979035742e-06,"[(-100.3469991,25.6380291),(-100.3468274,25.6376415)]",0.0,2.0,9.0,2.0,0.75,-1.0,-1.0,-1.0
5804,750095582,0.1192029220221175,"[(-100.3461837,25.6382612),(-100.3464629,25.6385815)]",0.0,0.0,2.0,0.0,0.75,-1.0,-1.0,-1.0
5805,750096749,0.5,"[(-100.3439199,25.6375503),(-100.3439146,25.6372795),(-100.3436034,25.6369651),(-100.3430702,25.6367772),(-100.3419973,25.6363033),(-100.3418149,25.6363661)]",0.0,0.0,0.0,0.0,0.75,-1.0,-1.0,-1.0
5806,750096750,0.0066928509242848,"[(-100.3442545,25.6362581),(-100.3445989,25.636799)]",0.0,0.0,5.0,0.0,0.75,-1.0,-1.0,-1.0
5807,750096751,0.0066928509242848,"[(-100.3433115,25.6396224),(-100.3439243,25.6398936)]",0.0,0.0,3.0,2.0,0.75,-1.0,-1.0,-1.0
5808,750097808,1.5229979512760353e-08,"[(-100.34861906951991,25.634080249731987),(-100.3483778,25.6344231)]",0.0,0.0,14.0,4.0,0.75,-1.0,-1.0,-1.0
5809,750103314,5.6027964061459414e-09,"[(-100.3492208,25.6332119),(-100.3487735,25.6338608),(-100.3486235531311,25.634073878403782)]",0.0,0.0,17.0,2.0,0.75,-1.0,-1.0,-1.0
5810,750103314,8.315280276641321e-07,"[(-100.34737571395505,25.634667452667298),(-100.3475195,25.6348497),(-100.3477211,25.6349781),(-100.3480926,25.6351747),(-100.348456,25.635343),(-100.3489677,25.6355563)]",0.0,5.0,6.0,3.0,0.75,-1.0,-1.0,-1.0
5811,750103315,4.53978687024344e-05,"[(-100.3480166,25.6361844),(-100.3477172,25.6362551)]",0.0,0.0,8.0,2.0,0.75,-1.0,-1.0,-1.0
5812,750103316,0.0009110511944006454,"[(-100.3482284,25.63617),(-100.3474587,25.635887)]",0.0,0.0,5.0,2.0,0.75,-1.0,-1.0,-1.0
5814,750103317,8.315280276641321e-07,"[(-100.3463059,25.6343074),(-100.3460069,25.6337234)]",0.0,3.0,8.0,3.0,0.75,-1.0,-1.0,-1.0
5817,750105094,7.582560422162384e-10,"[(-100.345093,25.6321919),(-100.3451627,25.6323056),(-100.3453343,25.632383),(-100.3454631,25.632354)]",0.0,2.0,12.0,7.0,0.75,-1.0,-1.0,-1.0
5819,750108640,0.0009110511944006454,"[(-100.3375352,25.6261656),(-100.3374389,25.6265652)]",0.0,0.0,3.0,4.0,0.75,-1.0,-1.0,-1.0
5820,750116359,0.0024726231566347,"[(-100.3373963,25.6268581),(-100.3373408,25.6271963),(-100.3373807,25.6272682)]",0.0,0.0,2.0,4.0,0.75,-1.0,-1.0,-1.0
5821,750116359,8.315280276641321e-07,"[(-100.3373807,25.6272682),(-100.3379491,25.6279996)]",0.0,3.0,7.0,4.0,0.75,-1.0,-1.0,-1.0
5822,750116359,0.0179862099620915,"[(-100.3374389,25.6265652),(-100.3373963,25.6268581)]",0.0,0.0,0.0,4.0,0.75,-1.0,-1.0,-1.0
5839,750116359,0.0019267346633274,"[(-100.339493,25.6387998),(-100.3395259,25.6387573)]",1.0,1.0,3.0,3.0,0.75,-1.0,-1.0,-1.0
5840,750171708,0.0293122307513563,"[(-100.3389104,25.6374836),(-100.3389416,25.6374156)]",2.0,2.0,3.0,0.0,0.75,-1.0,-1.0,-1.0
5842,750171709,7.484622751061123e-05,"[(-100.3389416,25.6374156),(-100.3392879,25.6366555)]",2.0,3.0,8.0,0.0,0.75,-1.0,-1.0,-1.0
5843,750171709,0.0003353501304664781,"[(-100.3389561,25.6386017),(-100.3391513,25.6381265)]",0.0,2.0,6.0,0.0,0.75,-1.0,-1.0,-1.0
5845,750179875,1.670142184809518e-05,"[(-100.340004,25.6372347),(-100.3398943,25.6375251)]",0.0,3.0,2.0,6.0,0.75,-1.0,-1.0,-1.0
5846,750179877,1.855391018368332e-07,"[(-100.3398943,25.6375251),(-100.3396854,25.6375602),(-100.3389416,25.6374156)]",2.0,4.0,6.0,7.0,0.75,-1.0,-1.0,-1.0
5848,750179878,9.610241549947396e-05,"[(-100.3573786,25.6501485),(-100.3578458,25.6501165)]",1.0,2.0,5.0,3.0,0.75,-1.0,-1.0,-1.0
5849,750189695,0.0007096703991005881,"[(-100.3572106,25.6501513),(-100.3573786,25.6501485)]",1.0,0.0,4.0,4.0,0.75,-1.0,-1.0,-1.0
5850,750189695,0.00012339457598623172,"[(-100.3578458,25.6501165),(-100.3586047,25.6502347),(-100.3586637,25.6502477)]",4.0,4.0,3.0,5.0,0.75,-1.0,-1.0,-1.0
5851,750189695,0.0066928509242848,"[(-100.3586637,25.6502477),(-100.3587263,25.6502607)]",4.0,2.0,1.0,5.0,0.75,-1.0,-1.0,-1.0
5852,750189695,0.0140636270432454,"[(-100.3588243,25.6502812),(-100.3589027,25.6502975)]",5.0,3.0,1.0,4.0,0.75,-1.0,-1.0,-1.0
5853,750189695,0.0052201256935583,"[(-100.3587263,25.6502607),(-100.3588243,25.6502812)]",5.0,3.0,1.0,5.0,0.75,-1.0,-1.0,-1.0
5854,750189695,6.144174602214718e-06,"[(-100.3549683,25.6501863),(-100.3550957,25.6501887)]",0.0,2.0,6.0,4.0,0.75,-1.0,-1.0,-1.0
5855,750189696,6.475947982049267e-07,"[(-100.3550957,25.6501887),(-100.3557346,25.6501816)]",1.0,4.0,7.0,4.0,0.75,-1.0,-1.0,-1.0
5856,750189696,7.287724095819162e-14,"[(-100.3535161,25.6501981),(-100.3544981,25.6501932),(-100.3549683,25.6501863)]",1.0,4.0,14.0,13.0,0.75,-1.0,-1.0,-1.0
5857,750189696,2.0611536181902037e-09,"[(-100.3557346,25.6501816),(-100.3572106,25.6501513)]",4.0,4.0,13.0,6.0,0.75,-1.0,-1.0,-1.0
5860,750189696,6.475947982049267e-07,"[(-100.3527017,25.6502111),(-100.3527932,25.6502109)]",1.0,10.0,4.0,1.0,0.75,-1.0,-1.0,-1.0
5861,750189696,6.475947982049267e-07,"[(-100.3527932,25.6502109),(-100.35280876856014,25.650210624335912)]",1.0,10.0,4.0,1.0,0.75,-1.0,-1.0,-1.0
5862,750189696,2.289734845593124e-11,"[(-100.35280877783339,25.650210624171716),(-100.3535161,25.6501981)]",2.0,12.0,4.0,10.0,0.75,-1.0,-1.0,-1.0
5863,750189696,1.670142184809518e-05,"[(-100.3906158,25.656728),(-100.3905156,25.6566806)]",0.0,3.0,6.0,2.0,0.75,-1.0,-1.0,-1.0
5864,750194029,0.0007096703991005881,"[(-100.3573536,25.6494382),(-100.3573499,25.6492864),(-100.3572981,25.6488109),(-100.3572007,25.6486071)]",1.0,1.0,5.0,2.0,0.75,-1.0,-1.0,-1.0
5880,750195497,0.1192029220221175,"[(-100.3543916,25.6484936),(-100.354393,25.6483733)]",0.0,2.0,0.0,0.0,0.75,-1.0,-1.0,-1.0
5881,750211311,0.2689414213699951,"[(-100.3438203,25.6494968),(-100.3442844,25.6490906)]",0.0,0.0,1.0,0.0,0.75,-1.0,-1.0,-1.0
5888,750215629,1.3007128466476033e-05,"[(-100.3417305,25.6478669),(-100.3411873,25.6475764),(-100.3410728,25.6475187)]",1.0,6.0,6.0,0.0,0.75,-1.0,-1.0,-1.0
5889,750224362,0.0009110511944006454,"[(-100.3417305,25.6478669),(-100.3414248,25.6481767)]",0.0,2.0,5.0,0.0,0.75,-1.0,-1.0,-1.0
5897,750224363,0.0009110511944006454,"[(-100.3470752,25.6575028),(-100.3470475,25.6572039),(-100.3470856,25.6570515)]",0.0,2.0,2.0,3.0,0.75,-1.0,-1.0,-1.0
5898,750238464,0.0066928509242848,"[(-100.3470856,25.6570515),(-100.3469684,25.6570959),(-100.3468442,25.6571203),(-100.3467172,25.6571238)]",0.0,2.0,2.0,1.0,0.75,-1.0,-1.0,-1.0
5903,750238465,0.0024726231566347,"[(-100.3491578,25.656853),(-100.3491221263094,25.65684087917966)]",0.0,0.0,5.0,1.0,0.75,-1.0,-1.0,-1.0
5905,750240546,0.00012339457598623172,"[(-100.3488831,25.6575214),(-100.34885425299285,25.65751213511282)]",0.0,0.0,5.0,4.0,0.75,-1.0,-1.0,-1.0
5906,750240547,0.0005527786369235996,"[(-100.3441467,25.6564342),(-100.3442296,25.6564243),(-100.3443558,25.6563889),(-100.3444661,25.6562846)]",2.0,4.0,5.0,0.0,0.75,-1.0,-1.0,-1.0
5907,750240548,1.217173872902441e-18,"[(-100.3440105,25.6578677),(-100.3442523,25.6579639),(-100.3452025,25.6584863)]",1.0,18.0,15.0,9.0,0.75,-1.0,-1.0,-1.0
5916,750240549,0.0009110511944006454,"[(-100.3394259,25.6583756),(-100.3395562,25.6583063),(-100.3396804,25.6581092),(-100.3397448,25.6578899)]",0.0,1.0,5.0,1.0,0.75,-1.0,-1.0,-1.0
5917,750254211,0.0003353501304664781,"[(-100.3417753,25.6569941),(-100.3418753,25.6568706)]",0.0,4.0,2.0,2.0,0.75,-1.0,-1.0,-1.0
5918,750254212,0.0758581800212435,"[(-100.3420631,25.6595323),(-100.3419837,25.6595352),(-100.3419075,25.6595558),(-100.3418394,25.6595928),(-100.3417837,25.6596439)]",2.0,2.0,1.0,1.0,0.75,-1.0,-1.0,-1.0
5919,750254213,4.53978687024344e-05,"[(-100.3426024,25.6598848),(-100.3426443,25.6596861),(-100.3426846,25.65947)]",0.0,3.0,6.0,1.0,0.75,-1.0,-1.0,-1.0
5920,750254214,6.475947982049267e-07,"[(-100.3428555,25.6601264),(-100.3429146,25.6602195),(-100.3429442,25.6603011),(-100.3429426,25.6603895),(-100.3429083,25.6605454)]",1.0,8.0,6.0,1.0,0.75,-1.0,-1.0,-1.0
5921,750254215,0.0024726231566347,"[(-100.3423615,25.6597079),(-100.3420631,25.6595323)]",0.0,2.0,3.0,1.0,0.75,-1.0,-1.0,-1.0
5922,750254216,3.5356250741744315e-05,"[(-100.3434587,25.6606699),(-100.343466,25.6606231),(-100.3428555,25.6601264)]",1.0,6.0,4.0,1.0,0.75,-1.0,-1.0,-1.0
5923,750254216,4.785094494890119e-06,"[(-100.3428555,25.6601264),(-100.3427408,25.6600023),(-100.3426024,25.6598848)]",1.0,8.0,4.0,1.0,0.75,-1.0,-1.0,-1.0
5924,750254216,0.0009110511944006454,"[(-100.3426024,25.6598848),(-100.3423615,25.6597079)]",0.0,3.0,4.0,0.0,0.75,-1.0,-1.0,-1.0
5925,750254216,0.0140636270432454,"[(-100.3420631,25.6595323),(-100.3419214,25.6594472),(-100.3416972,25.6593441),(-100.3414678,25.6592194)]",1.0,2.0,1.0,2.0,0.75,-1.0,-1.0,-1.0
5927,750254216,0.0007096703991005881,"[(-100.3434587,25.6606699),(-100.3434173,25.6606972),(-100.3430697,25.6605873),(-100.3429083,25.6605454)]",1.0,4.0,4.0,0.0,0.75,-1.0,-1.0,-1.0
5928,750255424,4.1399375473943306e-08,"[(-100.3429083,25.6605454),(-100.3427378,25.660509),(-100.3423236,25.6602354),(-100.3421073,25.6600619),(-100.3417837,25.6596439)]",4.0,9.0,8.0,3.0,0.75,-1.0,-1.0,-1.0
5929,750255424,0.0293122307513563,"[(-100.3417837,25.6596439),(-100.3414678,25.6592194)]",2.0,3.0,0.0,2.0,0.75,-1.0,-1.0,-1.0
5935,750255424,0.0003353501304664781,"[(-100.3459917,25.6516772),(-100.3456204,25.6519943)]",0.0,2.0,5.0,1.0,0.75,-1.0,-1.0,-1.0
5936,750271357,0.0009110511944006454,"[(-100.3458593,25.6561742),(-100.3448572,25.6557733),(-100.3446297,25.6556246)]",0.0,4.0,3.0,0.0,0.75,-1.0,-1.0,-1.0
5937,750271358,0.0373268873441294,"[(-100.3480185,25.6555228),(-100.3485543,25.6555911)]",1.0,1.0,2.0,1.0,0.75,-1.0,-1.0,-1.0
5938,750271359,0.0003353501304664781,"[(-100.3408393,25.6525114),(-100.3404927,25.6529467)]",0.0,4.0,3.0,1.0,0.75,-1.0,-1.0,-1.0
5939,750275372,8.315280276641321e-07,"[(-100.3358803,25.6344796),(-100.33598998256778,25.63452089904041)]",0.0,3.0,9.0,2.0,0.75,-1.0,-1.0,-1.0
5940,751608109,8.315280276641321e-07,"[(-100.33599063647014,25.634521145255835),(-100.3359945,25.6345226)]",0.0,3.0,9.0,2.0,0.75,-1.0,-1.0,-1.0
5942,751608109,7.47857474603552e-24,"[(-100.3594791,25.6664537),(-100.3611747,25.6678129),(-100.3611998,25.667829),(-100.3612259,25.6678255)]",1.0,2.0,28.0,24.0,0.75,-1.0,-1.0,-1.0
5943,752719429,0.00012339457598623172,"[(-100.358419,25.6659636),(-100.3584517,25.6659126)]",0.0,1.0,3.0,5.0,0.75,-1.0,-1.0,-1.0
5944,752723014,1.670142184809518e-05,"[(-100.3582481,25.6658755),(-100.3582555,25.6659325),(-100.3582984,25.6659749),(-100.3583607,25.6659868),(-100.358419,25.6659636)]",0.0,1.0,5.0,5.0,0.75,-1.0,-1.0,-1.0
5945,752723014,0.0009110511944006454,"[(-100.3582788,25.6658256),(-100.3582481,25.6658755)]",0.0,1.0,4.0,2.0,0.75,-1.0,-1.0,-1.0
5946,752723014,4.53978687024344e-05,"[(-100.3584517,25.6659126),(-100.3584444,25.6658547),(-100.3584006,25.6658119),(-100.3583372,25.6658008),(-100.3582788,25.6658256)]",0.0,1.0,4.0,5.0,0.75,-1.0,-1.0,-1.0
5947,752723014,4.248354255291589e-18,"[(-100.3560646,25.6649902),(-100.3562437,25.6650326),(-100.3566343,25.6651713),(-100.3582788,25.6658256)]",0.0,1.0,25.0,14.0,0.75,-1.0,-1.0,-1.0
5948,752723015,2.319522830243569e-16,"[(-100.3548799,25.66423),(-100.3549704,25.6644283),(-100.3550742,25.664571),(-100.3551676,25.6646572),(-100.3553143,25.6647503),(-100.3558764,25.6649345)]",0.0,1.0,17.0,18.0,0.75,-1.0,-1.0,-1.0
5949,752723016,2.543665647376276e-13,"[(-100.3584517,25.6659126),(-100.359279,25.666315),(-100.3593102,25.6663721)]",0.0,1.0,18.0,10.0,0.75,-1.0,-1.0,-1.0
5950,752723017,2.543665647376276e-13,"[(-100.358419,25.6659636),(-100.3592241,25.6663516),(-100.3593102,25.6663721)]",0.0,1.0,18.0,10.0,0.75,-1.0,-1.0,-1.0
5951,752723018,1.1548224173015786e-17,"[(-100.3582481,25.6658755),(-100.356611,25.6652302),(-100.3562644,25.6651045),(-100.3560433,25.6650459)]",0.0,1.0,24.0,14.0,0.75,-1.0,-1.0,-1.0
5952,752723019,0.0003353501304664781,"[(-100.3560433,25.6650459),(-100.3560646,25.6649902)]",0.0,0.0,6.0,2.0,0.75,-1.0,-1.0,-1.0
5953,752723020,8.315280276641321e-07,"[(-100.3558569,25.6649888),(-100.3558762,25.6650435),(-100.3559273,25.6650778),(-100.355991,25.6650787),(-100.3560433,25.6650459)]",0.0,0.0,9.0,5.0,0.75,-1.0,-1.0,-1.0
5954,752723020,4.53978687024344e-05,"[(-100.3558764,25.6649345),(-100.3558569,25.6649888)]",0.0,0.0,7.0,3.0,0.75,-1.0,-1.0,-1.0
5955,752723020,8.315280276641321e-07,"[(-100.3560646,25.6649902),(-100.3560452,25.6649346),(-100.3559931,25.6649002),(-100.3559285,25.6649002),(-100.3558764,25.6649345)]",0.0,0.0,9.0,5.0,0.75,-1.0,-1.0,-1.0
5956,752723020,8.533047625744066e-17,"[(-100.354785,25.6642514),(-100.3549064,25.6644578),(-100.3550188,25.6646305),(-100.3551482,25.6647349),(-100.35528,25.6647987),(-100.3558569,25.6649888)]",0.0,1.0,19.0,17.0,0.75,-1.0,-1.0,-1.0
5957,752723021,5.6027964061459414e-09,"[(-100.3520608,25.6636321),(-100.3519159,25.6637203),(-100.3516945,25.6638997),(-100.3514441,25.6641309),(-100.35139928460545,25.664201612815162)]",0.0,0.0,8.0,11.0,0.75,-1.0,-1.0,-1.0
5958,752728264,0.0474258731775667,"[(-100.35448084056621,25.663401407248468),(-100.3545877036407,25.66333498041878)]",0.0,0.0,2.0,1.0,0.75,-1.0,-1.0,-1.0
5959,752728265,0.0066928509242848,"[(-100.3533113,25.6635996),(-100.353732,25.66361),(-100.3540015,25.6635751),(-100.3542508,25.6635043),(-100.35447354666609,25.663405051595223)]",0.0,0.0,2.0,3.0,0.75,-1.0,-1.0,-1.0
5960,752728265,0.679178699175393,"[(-100.35459434257585,25.663330853610557),(-100.3546628,25.6632883),(-100.3548093,25.6631467)]",1.0,0.0,0.0,0.0,0.75,-1.0,-1.0,-1.0
5961,752728265,0.0179862099620915,"[(-100.3517221485953,25.664173923262805),(-100.3517705,25.6640862),(-100.3519014,25.6639483),(-100.3520799,25.6638175),(-100.3523007,25.6636878),(-100.3525568,25.6636013),(-100.3528373,25.6635795),(-100.3533113,25.6635996)]",0.0,0.0,1.0,3.0,0.75,-1.0,-1.0,-1.0
5962,752728265,1.6052280526088547e-09,"[(-100.353473,25.6617213),(-100.3534927,25.6617619),(-100.3535171,25.6620828)]",1.0,2.0,12.0,7.0,0.75,-1.0,-1.0,-1.0
5963,752728266,0.0009110511944006454,"[(-100.3616675,25.6652588),(-100.361852,25.6651969)]",0.0,3.0,3.0,1.0,0.75,-1.0,-1.0,-1.0
5964,753085170,4.53978687024344e-05,"[(-100.3610409,25.6654834),(-100.3613231,25.6653846),(-100.3616675,25.6652588)]",0.0,4.0,4.0,2.0,0.75,-1.0,-1.0,-1.0
5965,753085171,5.109089028037221e-12,"[(-100.357868,25.6641306),(-100.3579993,25.6642649),(-100.3581052,25.6643568),(-100.3582635,25.6643991),(-100.3587275,25.6644656),(-100.3589867,25.6645204)]",0.0,7.0,8.0,11.0,0.75,-1.0,-1.0,-1.0
5966,753085171,1.0261879630648827e-10,"[(-100.3589867,25.6645204),(-100.3591924,25.6645638),(-100.3597253,25.664769),(-100.3601249,25.6649455),(-100.3603462,25.6651207),(-100.3605165,25.6652827),(-100.3606774,25.6654302),(-100.3608755,25.6654946),(-100.3610409,25.6654834)]",0.0,4.0,15.0,4.0,0.75,-1.0,-1.0,-1.0
5967,753085171,1.12535162055095e-07,"[(-100.3646519,25.6687107),(-100.3646569,25.6687672),(-100.3645881,25.6689055),(-100.3639652,25.6693557)]",0.0,6.0,7.0,3.0,0.75,-1.0,-1.0,-1.0
5968,753085172,2.6786369618080778e-33,"[(-100.3608611,25.6666329),(-100.360955,25.6666547),(-100.3630579,25.6683276),(-100.363377,25.6684581),(-100.3639349,25.6685645),(-100.3646091,25.6686254)]",0.0,10.0,36.0,29.0,0.75,-1.0,-1.0,-1.0
5969,753085173,1.3336148155022612e-34,"[(-100.3608611,25.6666329),(-100.3609094,25.6667127),(-100.3630328,25.6684088),(-100.363361,25.668545),(-100.3639362,25.6686248),(-100.3644606,25.668693),(-100.3646519,25.6687107)]",0.0,11.0,37.0,30.0,0.75,-1.0,-1.0,-1.0
5970,753085174,5.6756852326323996e-14,"[(-100.3651565,25.661985),(-100.3645269,25.6618006)]",2.0,8.0,13.0,11.0,0.75,-1.0,-1.0,-1.0
5971,753090508,9.229294442558325e-28,"[(-100.370358,25.663656),(-100.3719308,25.6641062)]",1.0,17.0,30.0,16.0,0.75,-1.0,-1.0,-1.0
